BTC-USD,ETH-USD
0.5689764736932317,0.10221140767917038
0.3088293986796116,0.4282110426234781
0.9979419769772411,0.9847352160267338
0.49569626924921784,0.3790845659310882
0.6386668137241098,0.3744586051344362
0.13269765379269943,0.27919136057639515
0.30802572813632,0.6438992440801485
0.44159117173376583,0.21644699908973591
0.49757260936531134,0.2736544410386129
0.17878815145841165,0.16938306110858184
0.6477774330722704,0.47520243631967246
0.14255536009400768,0.1225876771429644
0.6554129338553784,0.5839549951017482
0.3171887133589495,0.388874950536316
0.264363896757951,0.3901321997422261
0.07082826674714857,0.05016262525492646
0.7099579397529678,0.5560476771013293
0.0997656287569275,0.3989631560228717
0.6620582098899968,0.42139676225354417
0.6857956260684048,0.8074678739743749
0.11485543211065609,0.236209698834367
0.7285800698551698,0.782991471874005
0.45442984378374135,0.49214308100649584
0.15292174207275253,0.19539876853714605
0.22770510104843705,0.24344843941311153
0.34083512689892137,0.48399166196863325
0.9687561636594135,0.9505522155063812
0.7501345916430759,0.5881054053623741
0.3586836637096398,0.8420284050350597
0.6662166681038462,0.8433164147798446
0.9995539207602132,0.9991162797830357
0.3647460534180377,0.5210668171700751
0.20694452255214818,0.3656079690327735
0.7081061135616324,0.5735253484091364
0.2143848963135134,0.17755900212260237
0.9484652246894875,0.8166519246444588
0.7569668891363833,0.8464075676090848
0.403666577798761,0.5285392649464196
0.6028669967983838,0.6348223453157729
0.3117070801298636,0.2400929495909732
0.41215648762645873,0.230699042180073
0.643991973440072,0.5637651226391305
0.8050923107815541,0.8720674401450506
0.7357230430490267,0.7397068653259482
0.25932694452864047,0.375979288547063
0.3478605877345108,0.3312594972332942
0.6398330818578293,0.6221283454989807
0.9731253277125573,0.8722978313183536
0.9849372681784316,0.9222640438681073
0.479796913943593,0.2645629533494913
0.4587079684875479,0.78231388497805
0.5307791434284854,0.7303279697872056
0.7637888724871086,0.7301191075144586
0.79465691438498,0.7379455703265925
0.37769655645030925,0.02423388631338082
0.3156285796415306,0.37523664808158275
0.9341038452081094,0.5293282549014584
0.5560177944865713,0.38241312946790457
0.3554963793491084,0.3648523690956968
0.02982941858657093,0.020989764505426514
0.7801541798207163,0.8089070422161757
0.26807599269797505,0.5992298025877414
0.18856181439378236,0.25758210434804474
0.1389119836649219,0.035233382419700664
0.9211183868936662,0.6767314097073909
0.8301034242291858,0.4433238354773276
0.31946115636653327,0.2719732697693509
0.9241072472454865,0.8166171893830866
0.3466805683530078,0.5006227654109744
0.042191161907808326,0.28014816736626025
0.4845280273632787,0.23624523969373018
0.9678645944949701,0.9759085986964467
0.8709497794656647,0.7863669035357214
0.8567283993116167,0.8188821076676562
0.07452355682052009,0.09389418951343423
0.6797843521686618,0.4210804856929081
0.9048085206985154,0.8607699311933038
0.2669835371499418,0.7659415422225483
0.4026765194339716,0.5471696811564708
0.893607287669828,0.5300664814262309
0.9658055514916803,0.8738106469435732
0.19318378716675244,0.12971450011381863
0.21630699380351498,0.04974984461814348
0.145798163025807,0.21433108675199347
0.5825809787694096,0.5680353471651035
0.6574831286872462,0.750194187217734
0.824964463758492,0.4969775122959599
0.8156291559100036,0.8379742694501663
0.1330262103470636,0.1492912372015231
0.5074333800085143,0.6497761007363727
0.06180862784088107,0.08209422117751752
0.4981457130234913,0.7298186127824873
0.2502710357223119,0.5409761836321475
0.5977883484673598,0.2858520302723651
0.7260531832637223,0.9268996074651811
0.16498215911848366,0.1479289852121892
0.4292370723644564,0.8280778406588416
0.8839469255092044,0.7493729926507413
0.37270436766104126,0.30309464360855354
0.5172491684258657,0.4853965664223332
0.20727452800562007,0.5744913829692272
0.3395451185161501,0.5754478775569829
0.9566199327020494,0.9544914153617451
0.8745221424824428,0.6410275639868275
0.8810006521955734,0.8191765993651178
0.31059233802771247,0.06655208490643971
0.5391755231889857,0.4451386293873244
0.48372485653305075,0.7129151099204252
0.15314789002153695,0.4859418792921748
0.7171096864994524,0.43994443755469503
0.563003113140033,0.6462367667755817
0.6641311217623622,0.15420074857085136
0.438009333089457,0.4984308665337429
0.004471109305022441,0.03373733919500181
0.7885096814739267,0.7353853813158389
0.8812893585100006,0.8155682011344337
0.258893437871045,0.5474964041139977
0.8418525992666918,0.6971351368078526
0.9850082588753913,0.981803523014216
0.9470898557322553,0.8821502893913336
0.724832604383609,0.7096267581712946
0.9560082396871954,0.839851324251944
0.06261615813476745,0.016397339408118477
0.6245457616667379,0.9011354694789184
0.06444925672517325,0.028311731230400504
0.6138844731437834,0.7230948814448992
0.13260934025619076,0.05488859320756296
0.4833434071340308,0.6790389891386803
0.42715707314376566,0.35960293418175754
0.7518478690799297,0.34174857080595794
0.6698145495568697,0.5715469527373388
0.4922687320451438,0.3547823224812026
0.26031563591518414,0.4724677518884667
0.3977090020603,0.4917788132131588
0.48694461267696143,0.48696022514644755
0.7360236757374763,0.806316771156796
0.27168590704972156,0.7790989050311679
0.015118841135166603,0.027618233254029696
0.9214966262174693,0.6754489477697612
0.08069420180571617,0.11156591296099556
0.5713311714453885,0.13972185444153207
0.06610287381152158,0.13553076690853658
0.8339791388121651,0.7639364863031879
0.3622759864211771,0.38066490473709025
0.5684746729749377,0.5524835977022299
0.5946515004894903,0.6478164397707067
0.3221246225210038,0.03170722383701866
0.5652863929497428,0.6148309707754788
0.4149224417510291,0.2769715380730896
0.9286498237594533,0.9491138079464931
0.13704289235881004,0.02847091336800783
0.29830561259323957,0.24244738451804987
0.6487358639829178,0.38946147205607606
0.45068902786783194,0.7396585512862748
0.19297437983260024,0.5205370883047162
0.15704111834707282,0.21885154742398413
0.06848103164146217,0.10165403422857813
0.20113259057333627,0.1418701784311319
0.5700580534375836,0.3839022814161733
0.24427860623618913,0.0533299123217763
0.24696808922221752,0.20790917289849958
0.087697601852591,0.18973258998544368
0.03822510685046451,0.08079803645850242
0.9759462968148678,0.9734186490832705
0.9983573293537841,0.9934231254267936
0.0492608745962113,0.1006935110087142
0.763784242652654,0.5855046872729862
0.6530040485800255,0.3253562140552218
0.649455894885957,0.7063064948384051
0.05846657870520502,0.13074094402683425
0.9747369214236365,0.9817078475332288
0.4534981468747394,0.5171729870469411
0.15659954563311523,0.011978259190675432
0.615558851279966,0.7382646320160982
0.7864439928589648,0.9342777069053898
0.2873393819841499,0.4837135525228679
0.5833154820152042,0.7527380420648229
0.09040842768981291,0.122280950178567
0.35878108201600445,0.44301172375302633
0.9855684251820831,0.9777993631676865
0.5019786874508042,0.5731296658094063
0.3175149034901202,0.1462777906810351
0.30245183823194555,0.7879232691432991
0.8945295194787206,0.7096633038121709
0.3625248107707669,0.5314400192043383
0.2665681524445444,0.7245796436946529
0.09746007710271654,0.26125370361095024
0.044026301130779606,0.673536521928578
0.7602457963116774,0.3400144608326395
0.16954078074157003,0.123386811330711
0.2717632800079781,0.6532818001621021
0.9064281473478754,0.7784752035700508
0.9254454730819512,0.8521106555925911
0.1897244835195568,0.36467477696754236
0.564622303689515,0.30608827920576265
